web_scraper_order,car_name,image_type,source_url,local_path,status
1779543499-1,MITSUBISHI XPANDER 2019,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2019/p/g/2021/04/02/10/HrlGqt5bOMLhaobhgldi4A.jpg,downloaded_images\cars\mitsubishi-xpander-2019__1779543499-1\01.jpg,downloaded
1779543499-1,MITSUBISHI XPANDER 2019,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2019/p/g/2021/04/02/10/2xEJXRaTpsf42M7EAnU5kw.jpg,downloaded_images\cars\mitsubishi-xpander-2019__1779543499-1\02.jpg,downloaded
1779543499-1,MITSUBISHI XPANDER 2019,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2019/p/g/2021/04/02/10/nKH-mPEI2kdoT_NpYGjLwQ.jpg,downloaded_images\cars\mitsubishi-xpander-2019__1779543499-1\03.jpg,downloaded
1779543499-1,MITSUBISHI XPANDER 2019,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2019/p/g/2021/04/02/10/JbchnvYJc_sep6AFu_u7BQ.jpg,downloaded_images\cars\mitsubishi-xpander-2019__1779543499-1\04.jpg,downloaded
1779543499-1,MITSUBISHI XPANDER 2019,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-2.png,downloaded_images\owner_avatars\1779543499-1.png,downloaded
1779543499-2,CHEVROLET SPARK 2012,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_spark_2012/p/g/2026/01/12/11/07NhP7x0GWu90R58DPa2Tg.jpg,downloaded_images\cars\chevrolet-spark-2012__1779543499-2\01.jpg,downloaded
1779543499-2,CHEVROLET SPARK 2012,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_spark_2012/p/g/2026/01/11/22/SbZWPahn14bqpJiGIVcMdA.jpg,downloaded_images\cars\chevrolet-spark-2012__1779543499-2\02.jpg,downloaded
1779543499-2,CHEVROLET SPARK 2012,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_spark_2012/p/g/2026/01/11/22/dkUg5a7jIbMtZc5K8gUYZA.jpg,downloaded_images\cars\chevrolet-spark-2012__1779543499-2\03.jpg,downloaded
1779543499-2,CHEVROLET SPARK 2012,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_spark_2012/p/g/2026/01/12/11/so7qSbUFwZOG_2n-MiK34g.jpg,downloaded_images\cars\chevrolet-spark-2012__1779543499-2\04.jpg,downloaded
1779543499-2,CHEVROLET SPARK 2012,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_spark_2012/p/g/2026/01/11/22/2344_8uONYPGoKLGr713sA.jpg,downloaded_images\cars\chevrolet-spark-2012__1779543499-2\05.jpg,downloaded
1779543499-2,CHEVROLET SPARK 2012,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-2.png,downloaded_images\owner_avatars\1779543499-2.png,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/19/16/38oT4voQzpj13w0cNJFFZg.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\01.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/19/16/E7ROvEDK88ilt69xLy-6pQ.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\02.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/19/16/3PPRQ_eM3XPmj-rXlJjJGg.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\03.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/19/16/A3C4wXU04Y-vGmIP54G8uQ.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\04.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/20/20/yX6RpC77t6j-6l84-u3xrA.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\05.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/19/16/uBBo5_lYZTnnmXJoFjBhFw.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\06.jpg,downloaded
1779543499-3,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/20/19/wPeIIrHYh-sYG867NU1PYw.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-3\07.jpg,downloaded
1779543499-3,VINFAST VF3 2025,owner_avatar,https://n1-astg.mioto.vn/g/2026/02/17/14/-YOpNCqHf7cTzE74WB2MGA.jpg,downloaded_images\owner_avatars\1779543499-3.jpg,downloaded
1779543499-4,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2025/07/02/09/DgIMzHM50x1wUDHQtag57A.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-4\01.jpg,downloaded
1779543499-4,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2025/07/02/09/wzY55Y2qQhLjT_BHn6sTwA.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-4\02.jpg,downloaded
1779543499-4,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2025/07/03/07/t8lYB-ASoWdG51SfU5j7zw.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-4\03.jpg,downloaded
1779543499-4,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2025/07/03/07/D9ogpMg0GjPTntyJRi1mSw.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-4\04.jpg,downloaded
1779543499-4,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2025/07/03/07/L8lQ4Vqbu2mpNuTVV7wxqg.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-4\05.jpg,downloaded
1779543499-4,VINFAST VF3 2025,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-2.png,downloaded_images\owner_avatars\1779543499-4.png,downloaded
1779543499-5,MG5 LUXURY 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mg5_luxury_2024/p/g/2025/03/16/17/brmag8ZGMsfhQ6PLphPkSA.jpg,downloaded_images\cars\mg5-luxury-2024__1779543499-5\01.jpg,downloaded
1779543499-5,MG5 LUXURY 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mg5_luxury_2024/p/g/2025/03/16/17/dVHh1zzn1vipzi18f4ye-g.jpg,downloaded_images\cars\mg5-luxury-2024__1779543499-5\02.jpg,downloaded
1779543499-5,MG5 LUXURY 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mg5_luxury_2024/p/g/2025/03/16/17/vBKMrXVz_lUYfXXNk4VLLA.jpg,downloaded_images\cars\mg5-luxury-2024__1779543499-5\03.jpg,downloaded
1779543499-5,MG5 LUXURY 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mg5_luxury_2024/p/g/2025/03/16/17/jLHapCzA9s7DVuwsia5RnQ.jpg,downloaded_images\cars\mg5-luxury-2024__1779543499-5\04.jpg,downloaded
1779543499-5,MG5 LUXURY 2024,owner_avatar,https://n1-astg.mioto.vn/g/2025/03/16/17/IeKCcJ4Rskqe80RtgZpgfQ.jpg,downloaded_images\owner_avatars\1779543499-5.jpg,downloaded
1779543499-6,KIA K3 PREMIUM 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/kia_k3_premium_2022/p/g/2025/00/26/20/Rw67tu63y-A2u78x325exQ.jpg,downloaded_images\cars\kia-k3-premium-2022__1779543499-6\01.jpg,downloaded
1779543499-6,KIA K3 PREMIUM 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/kia_k3_premium_2022/p/g/2026/04/11/14/pH7HE3SN97_zgWuvtwO2YA.jpg,downloaded_images\cars\kia-k3-premium-2022__1779543499-6\02.jpg,downloaded
1779543499-6,KIA K3 PREMIUM 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/kia_k3_premium_2022/p/g/2025/00/26/20/BKzdf5ofLMU1Rbn7IHdtkQ.jpg,downloaded_images\cars\kia-k3-premium-2022__1779543499-6\03.jpg,downloaded
1779543499-6,KIA K3 PREMIUM 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/kia_k3_premium_2022/p/g/2022/07/26/12/9W9Wicuk2LiFC6r_UZAGPg.jpg,downloaded_images\cars\kia-k3-premium-2022__1779543499-6\04.jpg,downloaded
1779543499-6,KIA K3 PREMIUM 2022,owner_avatar,https://n1-astg.mioto.vn/g/2022/07/27/10/BVuiqUUmT7JNcvXRsiEITQ.jpg,downloaded_images\owner_avatars\1779543499-6.jpg,downloaded
1779543499-7,TOYOTA INNOVA CROSS  2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/_toyota_innova_cross__2025/p/g/2025/10/18/13/RPUtR3oQ5RVrd8uSIw_KSw.jpg,downloaded_images\cars\toyota-innova-cross-2025__1779543499-7\01.jpg,downloaded
1779543499-7,TOYOTA INNOVA CROSS  2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/_toyota_innova_cross__2025/p/g/2025/10/18/13/OqAjGUk6cuKkhvdyLrEweA.jpg,downloaded_images\cars\toyota-innova-cross-2025__1779543499-7\02.jpg,downloaded
1779543499-7,TOYOTA INNOVA CROSS  2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/_toyota_innova_cross__2025/p/g/2025/10/18/13/m469opGDVsZLN5nhJUB27g.jpg,downloaded_images\cars\toyota-innova-cross-2025__1779543499-7\03.jpg,downloaded
1779543499-7,TOYOTA INNOVA CROSS  2025,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-2.png,downloaded_images\owner_avatars\1779543499-7.png,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/03/12/13/mMlgkuc0D9AAARyjuVC6YQ.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\01.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/04/08/08/CDZqNXqMJLVcZ-2nHDFeqQ.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\02.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/03/12/13/7a47abeSAokYDe8i2xQ2nA.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\03.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/03/12/13/3w5qp0i3CIqL_qEfi9WQqQ.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\04.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/04/08/08/gXwe4jWGzH0_f7p-QGqqtA.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\05.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/04/08/08/nqOSjz05loCEFmAGkXW6lQ.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\06.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/04/07/09/I8VfBRrKx9gmRMiQjD-YSA.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\07.jpg,downloaded
1779543499-8,VINFAST VF3 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2026/p/g/2026/03/12/13/wr5bNk9L4JSpCOiB36NxdQ.jpg,downloaded_images\cars\vinfast-vf3-2026__1779543499-8\08.jpg,downloaded
1779543499-8,VINFAST VF3 2026,owner_avatar,https://n1-astg.mioto.vn/g/2026/04/08/08/GfzVymagUIHgS-5Qm_g-rg.jpg,downloaded_images\owner_avatars\1779543499-8.jpg,downloaded
1779543499-9,MITSUBISHI ATTRAGE 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_attrage_2022/p/g/2022/04/27/08/_kelKqMCwULvZKn5O4YwTA.jpg,downloaded_images\cars\mitsubishi-attrage-2022__1779543499-9\01.jpg,downloaded
1779543499-9,MITSUBISHI ATTRAGE 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_attrage_2022/p/g/2022/04/27/08/kJk3lLS6xA3rokVC00IcTQ.jpg,downloaded_images\cars\mitsubishi-attrage-2022__1779543499-9\02.jpg,downloaded
1779543499-9,MITSUBISHI ATTRAGE 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_attrage_2022/p/g/2022/04/27/08/hqJnfTAae0L2Dzl7qSt64w.jpg,downloaded_images\cars\mitsubishi-attrage-2022__1779543499-9\03.jpg,downloaded
1779543499-9,MITSUBISHI ATTRAGE 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_attrage_2022/p/g/2022/04/27/08/FnkxGejIpU8NQb8Z-KMFqA.jpg,downloaded_images\cars\mitsubishi-attrage-2022__1779543499-9\04.jpg,downloaded
1779543499-9,MITSUBISHI ATTRAGE 2022,owner_avatar,https://n1-astg.mioto.vn/g/2023/09/03/10/O11ghZxo1hHyuWBAcg9K-g.jpg,downloaded_images\owner_avatars\1779543499-9.jpg,downloaded
1779543499-10,CHEVROLET CRUZE 2015,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_cruze_2015/p/g/2026/02/19/02/Dlv0sMuh5h70BTN2QhdIew.jpg,downloaded_images\cars\chevrolet-cruze-2015__1779543499-10\01.jpg,downloaded
1779543499-10,CHEVROLET CRUZE 2015,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_cruze_2015/p/g/2026/02/19/02/I3-SVJKantBzNrJxOK2WLg.jpg,downloaded_images\cars\chevrolet-cruze-2015__1779543499-10\02.jpg,downloaded
1779543499-10,CHEVROLET CRUZE 2015,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_cruze_2015/p/g/2026/02/19/02/0llZ4WROpHOMpjOgacx7Dg.jpg,downloaded_images\cars\chevrolet-cruze-2015__1779543499-10\03.jpg,downloaded
1779543499-10,CHEVROLET CRUZE 2015,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/chevrolet_cruze_2015/p/g/2026/02/19/02/B2NS7mp-LDuZ9heMFbiBhg.jpg,downloaded_images\cars\chevrolet-cruze-2015__1779543499-10\04.jpg,downloaded
1779543499-10,CHEVROLET CRUZE 2015,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-4.png,downloaded_images\owner_avatars\1779543499-10.png,downloaded
1779543499-11,VINFAST LUX SA  2021,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_lux_sa__2021/p/g/2024/04/20/09/_YB4Xsk6b6tdRjZNYEdXUA.jpg,downloaded_images\cars\vinfast-lux-sa-2021__1779543499-11\01.jpg,downloaded
1779543499-11,VINFAST LUX SA  2021,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_lux_sa__2021/p/g/2024/04/20/09/IpW-QB5HDaB8ITE39YoZhQ.jpg,downloaded_images\cars\vinfast-lux-sa-2021__1779543499-11\02.jpg,downloaded
1779543499-11,VINFAST LUX SA  2021,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_lux_sa__2021/p/g/2024/04/20/09/WqQ9MAsAgSDcP0D_KbGsCg.jpg,downloaded_images\cars\vinfast-lux-sa-2021__1779543499-11\03.jpg,downloaded
1779543499-11,VINFAST LUX SA  2021,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_lux_sa__2021/p/g/2024/04/20/09/nU0hxDh-Ltrew475hFLIBg.jpg,downloaded_images\cars\vinfast-lux-sa-2021__1779543499-11\04.jpg,downloaded
1779543499-11,VINFAST LUX SA  2021,owner_avatar,https://n1-astg.mioto.vn/g/2023/01/12/16/oeNldUATCkTno3zwiSmdiQ.jpg,downloaded_images\owner_avatars\1779543499-11.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf7_eco_2026/p/g/2026/03/22/10/DbOeu1crCxATQY4RkENs_A.jpg,downloaded_images\cars\vinfast-vf7-eco-2026__1779543499-12\01.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf7_eco_2026/p/g/2026/03/22/10/BllZzEBbxYOIg2M-bqYAEQ.jpg,downloaded_images\cars\vinfast-vf7-eco-2026__1779543499-12\02.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf7_eco_2026/p/g/2026/03/22/10/K4nJHwYqSB1eMkhFDkL1GA.jpg,downloaded_images\cars\vinfast-vf7-eco-2026__1779543499-12\03.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf7_eco_2026/p/g/2026/03/22/10/XkTba7WXZizqtDHDtPyj7A.jpg,downloaded_images\cars\vinfast-vf7-eco-2026__1779543499-12\04.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf7_eco_2026/p/g/2026/03/22/10/hAzoilfYIIvydKMPRqTZWg.jpg,downloaded_images\cars\vinfast-vf7-eco-2026__1779543499-12\05.jpg,downloaded
1779543499-12,VINFAST VF7 ECO 2026,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-2.png,downloaded_images\owner_avatars\1779543499-12.png,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_limo_green_2025/p/g/2026/03/06/15/rri0WSVA7TTzWqXdthhnxg.jpg,downloaded_images\cars\vinfast-limo-green-2025__1779543499-13\01.jpg,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_limo_green_2025/p/g/2026/03/06/17/GZVLjuPK_3Rp2YyfywW4BQ.jpg,downloaded_images\cars\vinfast-limo-green-2025__1779543499-13\02.jpg,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_limo_green_2025/p/g/2026/03/06/17/vnZ7V6M-qOV7nciNdhYF3Q.jpg,downloaded_images\cars\vinfast-limo-green-2025__1779543499-13\03.jpg,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_limo_green_2025/p/g/2026/03/06/17/4QqtGEL6sTj95yTJ15gSlw.jpg,downloaded_images\cars\vinfast-limo-green-2025__1779543499-13\04.jpg,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_limo_green_2025/p/g/2026/03/06/17/BbYy9OPYUZMN4iUv0S9Xzw.jpg,downloaded_images\cars\vinfast-limo-green-2025__1779543499-13\05.jpg,downloaded
1779543499-13,VINFAST LIMO GREEN 2025,owner_avatar,https://n1-astg.mioto.vn/g/2026/03/12/19/S01GvQ1kfQA7KW4fWwfuVg.jpg,downloaded_images\owner_avatars\1779543499-13.jpg,downloaded
1779543499-14,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/09/09/O17U4FmUMnLGXeJGtXBcHg.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-14\01.jpg,downloaded
1779543499-14,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/09/09/dzutMD1xvsUoeIvy5-WW9g.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-14\02.jpg,downloaded
1779543499-14,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/09/09/xDCL8RvED3GhklTgKThNMA.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-14\03.jpg,downloaded
1779543499-14,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/09/09/CKjkyvMku7D8D2G_mHE1tA.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-14\04.jpg,downloaded
1779543499-14,VINFAST VF3 2025,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf3_2025/p/g/2026/02/09/09/Aa0Ad4GJHnIMyu7s7fDdBg.jpg,downloaded_images\cars\vinfast-vf3-2025__1779543499-14\05.jpg,downloaded
1779543499-14,VINFAST VF3 2025,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-8.png,downloaded_images\owner_avatars\1779543499-14.png,downloaded
1779543499-15,VINFAST VF5 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf5_2024/p/g/2025/06/17/11/LcfJv0GpHnmxMD4VoJetlg.jpg,downloaded_images\cars\vinfast-vf5-2024__1779543499-15\01.jpg,downloaded
1779543499-15,VINFAST VF5 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf5_2024/p/g/2025/06/17/11/DY8_VGbPvQ3CXmPP7XV6sw.jpg,downloaded_images\cars\vinfast-vf5-2024__1779543499-15\02.jpg,downloaded
1779543499-15,VINFAST VF5 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf5_2024/p/g/2025/06/17/11/uhDmZ6-r-ztOw98Xzp7K7w.jpg,downloaded_images\cars\vinfast-vf5-2024__1779543499-15\03.jpg,downloaded
1779543499-15,VINFAST VF5 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf5_2024/p/g/2025/06/17/11/Uuo2jzf8cIzYVfe3G1louA.jpg,downloaded_images\cars\vinfast-vf5-2024__1779543499-15\04.jpg,downloaded
1779543499-15,VINFAST VF5 2024,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/vinfast_vf5_2024/p/g/2025/06/17/11/iAZaKsPFinKUQdJI87xVtw.jpg,downloaded_images\cars\vinfast-vf5-2024__1779543499-15\05.jpg,downloaded
1779543499-15,VINFAST VF5 2024,owner_avatar,https://n1-cstg.mioto.vn/m/avatars/avatar-0.png,downloaded_images\owner_avatars\1779543499-15.png,downloaded
1779543499-16,MITSUBISHI XPANDER 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2022/p/g/2025/05/14/12/pLI3UIb5DrebOuQYcQdAZA.jpg,downloaded_images\cars\mitsubishi-xpander-2022__1779543499-16\01.jpg,downloaded
1779543499-16,MITSUBISHI XPANDER 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2022/p/g/2025/05/10/09/WMj-0Kd5xFhG8WPJv8NqdA.jpg,downloaded_images\cars\mitsubishi-xpander-2022__1779543499-16\02.jpg,downloaded
1779543499-16,MITSUBISHI XPANDER 2022,car,https://n1-pstg.mioto.vn/cho_thue_xe_o_to_tu_lai_thue_xe_du_lich_danang/mitsubishi_xpander_2022/p/g/2025/05/14/12/3B6KU1nhSaPaY1zuN1ADDA.jpg,downloaded_images\cars\mitsubishi-xpander-2022__1779543499-16\03.jpg,downloaded
